FIPS,CountyState,Latitude,Longitude,State,Type,Region,VoteDemocratic2016,VoteRepublican2016,VotesTotal2016,DifferenceVotes2016,PercentageDemocratic2016,PercentageRepublican2016,DemocratOrRepublican,X15,C Income/Capita,College2014,BlackPercentage,AsianPercentage,HispanicPercentage,ForeignBornPercentage,PovertyPercentage2014,PopulationDensity,LandArea,Obese2013,MedianIncomeHousehold2014
42049,"Indiana County, Pennsylvania",40.633396,-79.1197,PA,County,Atlantic-N,11528,24888,37770,13360,0.31,0.66,0,,20739,0.36,0.05,0.01,0.02,0.01,0.13,52.5,875,0.29,44531
42051,"Jefferson County, Pennsylvania",41.097215,-78.98538,PA,County,Atlantic-N,3650,15192,19478,11542,0.19,0.78,0,,22933,0.45,0.03,0.01,0.01,0.02,0.18,107.5,827,0.37,42611
42053,"Juniata County, Pennsylvania",40.556341,-77.34295,PA,County,Atlantic-N,1821,8273,10454,6452,0.17,0.79,0,,21300,0.37,0.01,0,0.01,0.01,0.15,69.3,652,0.32,43810
42055,"Lackawanna County, Pennsylvania",41.43348,-75.6322,PA,County,Atlantic-N,51983,48384,103456,-3599,0.5,0.47,1,,21628,0.3,0.01,0,0.03,0.02,0.12,63,391,0.35,48944
42057,"Lancaster County, Pennsylvania",40.06767,-76.28121,PA,County,Atlantic-N,91093,137914,242472,46821,0.38,0.57,0,,25594,0.52,0.03,0.02,0.06,0.05,0.14,467.2,459,0.31,45098
42059,"Lawrence County, Pennsylvania",40.982459,-80.34409,PA,County,Atlantic-N,14009,25428,40753,11419,0.34,0.62,0,,26496,0.46,0.05,0.02,0.09,0.04,0.11,550.3,944,0.29,57369
42061,"Lebanon County, Pennsylvania",40.349838,-76.44545,PA,County,Atlantic-N,18953,40525,61845,21572,0.31,0.66,0,,22906,0.44,0.04,0,0.01,0.01,0.14,254.5,358,0.34,44903
42063,"Lehigh County, Pennsylvania",40.605797,-75.50546,PA,County,Atlantic-N,81324,73690,160993,-7634,0.51,0.46,1,,27074,0.42,0.03,0.01,0.11,0.04,0.11,369,362,0.3,53861
42065,"Luzerne County, Pennsylvania",41.179749,-75.94883,PA,County,Atlantic-N,52451,78688,134983,26237,0.39,0.58,0,,27923,0.54,0.08,0.03,0.2,0.1,0.14,1013,345,0.3,58283
42067,"Lycoming County, Pennsylvania",41.269479,-76.995590000000007,PA,County,Atlantic-N,13020,35627,50565,22607,0.26,0.7,0,,24793,0.49,0.05,0.01,0.09,0.05,0.16,360.6,890,0.29,44222
42069,"McKean County, Pennsylvania",41.845157,-78.59075,PA,County,Atlantic-N,4025,11635,16296,7610,0.25,0.71,0,,22987,0.46,0.05,0.01,0.02,0.01,0.14,94.5,1229,0.32,45211
42071,"Mercer County, Pennsylvania",41.294427,-80.31312,PA,County,Atlantic-N,18733,31544,52309,12811,0.36,0.6,0,,22426,0.41,0.03,0.01,0.02,0.01,0.17,44.4,979,0.32,44723
42073,"Mifflin County, Pennsylvania",40.588048,-77.63398,PA,County,Atlantic-N,3877,14094,18601,10217,0.21,0.76,0,,22831,0.45,0.06,0.01,0.01,0.01,0.14,173.3,673,0.32,43559
42075,"Monroe County, Pennsylvania",41.051379,-75.33364,PA,County,Atlantic-N,33918,33386,69752,-532,0.49,0.48,1,,20794,0.32,0.01,0,0.01,0.01,0.15,113.6,411,0.32,40957
42077,"Montgomery County, Pennsylvania",40.170596,-75.31743,PA,County,Atlantic-N,256082,162731,434687,-93351,0.59,0.37,1,,25494,0.53,0.15,0.02,0.15,0.1,0.12,279.3,608,0.29,59492
42079,"Montour County, Pennsylvania",40.99928,-76.64411,PA,County,Atlantic-N,2857,5288,8556,2431,0.33,0.62,0,,41472,0.69,0.09,0.07,0.05,0.09,0.06,1656.1,483,0.25,79576
42081,"Northampton County, Pennsylvania",40.702861,-75.32207,PA,County,Atlantic-N,66272,71736,143714,5464,0.46,0.5,0,,29600,0.49,0.02,0.03,0.02,0.04,0.1,140.5,130,0.33,54547
42083,"Northumberland County, Pennsylvania",40.863236,-76.6873,PA,County,Atlantic-N,9788,25427,36622,15639,0.27,0.69,0,,29266,0.54,0.06,0.03,0.12,0.07,0.1,804.7,370,0.29,61510
42085,"Perry County, Pennsylvania",40.422623,-77.184,PA,County,Atlantic-N,4632,15616,21158,10984,0.22,0.74,0,,22478,0.34,0.02,0,0.03,0.01,0.14,206.4,458,0.35,40429
42087,"Philadelphia County, Pennsylvania",39.998012,-75.14479,PA,County,Atlantic-N,584025,108748,707631,-475277,0.83,0.15,1,,26048,0.42,0.01,0,0.02,0.01,0.1,83.4,551,0.33,54920
42089,"Pike County, Pennsylvania",41.328631,-75.00105,PA,County,Atlantic-N,9256,16056,26101,6800,0.36,0.62,0,,22279,0.47,0.44,0.07,0.13,0.12,0.27,11388.1,134,0.3,39037
42091,"Potter County, Pennsylvania",41.785251,-77.91253,PA,County,Atlantic-N,1302,6251,7784,4949,0.17,0.8,0,,27691,0.54,0.06,0.01,0.1,0.07,0.09,105.3,545,0.29,58375
42093,"Schuylkill County, Pennsylvania",40.717211,-76.20091,PA,County,Atlantic-N,16770,44001,62869,27231,0.27,0.7,0,,22564,0.38,0,0,0.01,0.01,0.15,16.1,1081,0.32,40323
42095,"Snyder County, Pennsylvania",40.779067,-77.00528,PA,County,Atlantic-N,4002,11725,16363,7723,0.25,0.72,0,,23021,0.39,0.03,0.01,0.03,0.02,0.13,190.4,779,0.35,43169
42097,"Somerset County, Pennsylvania",39.997882,-79.02902,PA,County,Atlantic-N,7376,27379,35773,20003,0.21,0.77,0,,23088,0.37,0.01,0.01,0.02,0.01,0.12,120.7,329,0.33,49117
42099,"Sullivan County, Pennsylvania",41.461261,-76.5143,PA,County,Atlantic-N,750,2291,3136,1541,0.24,0.73,0,,22192,0.37,0.03,0,0.01,0.01,0.12,72.4,1074,0.38,45706
42101,"Susquehanna County, Pennsylvania",41.811253,-75.77549,PA,County,Atlantic-N,5123,12891,18863,7768,0.27,0.68,0,,22923,0.39,0.03,0,0.02,0.02,0.14,14.3,450,0.31,44191
42103,"Tioga County, Pennsylvania",41.783542,-77.21852,PA,County,Atlantic-N,3901,13614,18325,9713,0.21,0.74,0,,24477,0.41,0.01,0,0.02,0.01,0.13,52.7,823,0.3,49552
42105,"Union County, Pennsylvania",40.952523,-77.0056,PA,County,Atlantic-N,6180,10622,17468,4442,0.35,0.61,0,,22621,0.45,0.01,0,0.01,0.01,0.15,37,1134,0.3,47360
42107,"Venango County, Pennsylvania",41.399155,-79.763,PA,County,Atlantic-N,6309,16021,23348,9712,0.27,0.69,0,,22259,0.43,0.08,0.01,0.06,0.04,0.12,142.2,316,0.28,47996
42109,"Warren County, Pennsylvania",41.839439,-79.26405,PA,County,Atlantic-N,5145,12477,18434,7332,0.28,0.68,0,,22060,0.39,0.01,0.01,0.01,0.01,0.16,81.6,674,0.35,43810
42111,"Washington County, Pennsylvania",40.182615,-80.13855,PA,County,Atlantic-N,36322,61386,101450,25064,0.36,0.61,0,,24179,0.43,0,0,0.01,0.01,0.13,47.3,884,0.34,44651
42113,"Wayne County, Pennsylvania",41.577891,-75.30496,PA,County,Atlantic-N,7008,16244,24018,9236,0.29,0.68,0,,28433,0.51,0.03,0.01,0.01,0.02,0.11,242.5,857,0.28,55796
42115,"Westmoreland County, Pennsylvania",40.326108,-79.56187,PA,County,Atlantic-N,59669,116522,182051,56853,0.33,0.64,0,,24005,0.46,0.03,0.01,0.04,0.04,0.12,72.8,726,0.33,48663
42117,"Wyoming County, Pennsylvania",41.53749,-75.96091,PA,County,Atlantic-N,3811,8837,13144,5026,0.29,0.67,0,,28051,0.53,0.02,0.01,0.01,0.02,0.1,355.2,1028,0.3,53536
42119,"York County, Pennsylvania",39.927299,-76.74218,PA,County,Atlantic-N,68524,128528,205986,60004,0.33,0.62,0,,24195,0.43,0.01,0.01,0.02,0.01,0.12,71.2,397,0.33,55882
42121,"Bristol County, Rhode Island",41.722601,-71.29217,PA,County,Atlantic-N,14609,8965,24868,-5644,0.59,0.36,1,,28132,0.47,0.06,0.01,0.06,0.03,0.1,481.2,904,0.33,58471
42123,"Kent County, Rhode Island",41.704125,-71.47952,RI,County,Atlantic-N,37788,38336,80248,548,0.47,0.48,0,,38893,0.67,0.01,0.02,0.02,0.09,0.06,2078.1,24,0.23,68246
42125,"Newport County, Rhode Island",41.541955,-71.27584,RI,County,Atlantic-N,22851,15077,40099,-7774,0.57,0.38,1,,33814,0.61,0.02,0.02,0.04,0.06,0.09,983.2,169,0.29,61923
42127,"Providence County, Rhode Island",41.852849,-71.45616,RI,County,Atlantic-N,143536,90935,244825,-52601,0.59,0.37,1,,40293,0.69,0.04,0.02,0.05,0.07,0.08,812.6,102,0.23,69203
42129,"Washington County, Rhode Island",41.454545,-71.58115,RI,County,Atlantic-N,33741,27230,64665,-6511,0.52,0.42,1,,26308,0.53,0.11,0.04,0.2,0.18,0.17,1528.5,410,0.28,47278
42131,"Abbeville County, South Carolina",34.237617,-82.45252,RI,County,Atlantic-N,3741,6763,10775,3022,0.35,0.63,0,,37023,0.69,0.01,0.02,0.03,0.04,0.09,386,329,0.24,70705
42133,"Aiken County, South Carolina",33.551725,-81.69984,SC,County,Atlantic-S,25455,46025,74851,20570,0.34,0.61,0,,18134,0.42,0.28,0,0.01,0.01,0.22,51.9,490,0.35,35525
44001,"Allendale County, South Carolina",32.994024,-81.32453,SC,County,Atlantic-S,2735,789,3592,-1946,0.76,0.22,1,,24769,0.54,0.25,0.01,0.05,0.03,0.19,149.5,1071,0.32,48537
44003,"Anderson County, South Carolina",34.531829,-82.61816,SC,County,Atlantic-S,21097,56232,80483,35135,0.26,0.7,0,,13334,0.37,0.73,0.01,0.03,0.02,0.36,25.5,408,0.41,25530
44005,"Bamberg County, South Carolina",33.234006,-81.07723,SC,County,Atlantic-S,3898,2204,6214,-1694,0.63,0.35,1,,22081,0.5,0.17,0.01,0.03,0.02,0.17,261.7,715,0.34,43124
44007,"Barnwell County, South Carolina",33.303787,-81.35233,SC,County,Atlantic-S,4400,4889,9485,489,0.46,0.52,0,,18902,0.52,0.61,0.01,0.02,0.02,0.28,40.7,393,0.4,30349
44009,"Beaufort County, South Carolina",32.357756,-80.72762,SC,County,Atlantic-S,32138,42922,78524,10784,0.41,0.55,0,,18862,0.42,0.44,0.01,0.02,0.01,0.29,41.3,548,0.37,32205
45001,"Berkeley County, South Carolina",33.127058,-79.98064,SC,County,Atlantic-S,30705,44587,79517,13882,0.39,0.56,0,,32503,0.67,0.19,0.01,0.11,0.1,0.13,281.7,576,0.22,55427
45003,"Calhoun County, South Carolina",33.669366,-80.79277,SC,County,Atlantic-S,3573,3787,7549,214,0.47,0.5,0,,24165,0.56,0.25,0.02,0.05,0.05,0.14,161.8,1099,0.35,52436
45005,"Charleston County, South Carolina",32.809639,-79.99137,SC,County,Atlantic-S,89299,75443,176345,-13856,0.51,0.43,1,,23023,0.45,0.42,0,0.03,0.02,0.18,39.8,381,0.35,41209
45007,"Cherokee County, South Carolina",35.080291,-81.63392,SC,County,Atlantic-S,6092,15167,21759,9075,0.28,0.7,0,,30158,0.68,0.29,0.01,0.05,0.05,0.18,382.3,916,0.25,52752
45009,"Chester County, South Carolina",34.699133,-81.11926,SC,County,Atlantic-S,6579,7265,14192,686,0.46,0.51,0,,18240,0.4,0.21,0.01,0.04,0.02,0.23,140.8,393,0.37,38947
45011,"Chesterfield County, South Carolina",34.654172,-80.15629,SC,County,Atlantic-S,6858,9312,16581,2454,0.41,0.56,0,,18098,0.39,0.37,0.01,0.02,0.01,0.25,57,581,0.36,37537
45013,"Clarendon County, South Carolina",33.676878,-80.21681,SC,County,Atlantic-S,7732,7386,15395,-346,0.5,0.48,1,,17140,0.36,0.32,0.01,0.04,0.02,0.27,58.5,799,0.35,34949
45015,"Colleton County, South Carolina",32.888847,-80.67258,SC,County,Atlantic-S,7627,9091,17251,1464,0.44,0.53,0,,17665,0.41,0.49,0.01,0.03,0.02,0.25,57.6,607,0.42,32268
45017,"Darlington County, South Carolina",34.329473,-79.978,SC,County,Atlantic-S,13888,14989,29674,1101,0.47,0.51,0,,18769,0.42,0.39,0,0.03,0.02,0.21,36.8,1056,0.39,35558
45019,"Dillon County, South Carolina",34.394486,-79.35537,SC,County,Atlantic-S,5834,5637,11698,-197,0.5,0.48,1,,20105,0.43,0.41,0.01,0.02,0.02,0.24,122.4,561,0.38,35640
45021,"Dorchester County, South Carolina",33.043774,-80.3279,SC,County,Atlantic-S,24055,34987,62567,10932,0.38,0.56,0,,14988,0.33,0.47,0,0.03,0.03,0.32,79.2,405,0.37,30516
45023,"Edgefield County, South Carolina",33.771236,-81.90446,SC,County,Atlantic-S,4491,6842,11644,2351,0.39,0.59,0,,24495,0.6,0.26,0.02,0.04,0.04,0.12,238.3,573,0.34,56388
45025,"Fairfield County, South Carolina",34.384181,-81.09273,SC,County,Atlantic-S,6945,4027,11267,-2918,0.62,0.36,1,,20753,0.44,0.37,0,0.06,0.05,0.2,54,500,0.33,44129
45027,"Florence County, South Carolina",34.065068,-79.7403,SC,County,Atlantic-S,26710,29573,57931,2863,0.46,0.51,0,,20257,0.41,0.59,0,0.02,0.02,0.23,34.9,686,0.41,35490
45029,"Georgetown County, South Carolina",33.423902,-79.31323,SC,County,Atlantic-S,13310,17389,31657,4079,0.42,0.55,0,,22432,0.5,0.42,0.01,0.02,0.03,0.2,171.1,800,0.34,42232
45031,"Greenville County, South Carolina",34.861272,-82.35311,SC,County,Atlantic-S,74483,127832,215165,53349,0.35,0.59,0,,24437,0.54,0.33,0.01,0.03,0.03,0.21,73.9,814,0.31,44283
45033,"Greenwood County, South Carolina",34.187995,-82.14336,SC,County,Atlantic-S,10711,16961,28763,6250,0.37,0.59,0,,26643,0.6,0.19,0.02,0.08,0.07,0.16,574.8,785,0.28,49659
45035,"Hampton County, South Carolina",32.796299,-81.13162,SC,County,Atlantic-S,5170,3488,8806,-1682,0.59,0.4,1,,21053,0.5,0.32,0.01,0.06,0.04,0.23,153.1,455,0.34,38878
45037,"Horry County, South Carolina",33.845971,-78.94299,SC,County,Atlantic-S,39410,89288,132920,49878,0.3,0.67,0,,19332,0.36,0.54,0.01,0.04,0.02,0.25,37.7,560,0.42,33644
45039,"Jasper County, South Carolina",32.446331,-81.01873,SC,County,Atlantic-S,5956,5187,11427,-769,0.52,0.45,1,,24002,0.55,0.14,0.01,0.05,0.06,0.19,237.5,1134,0.3,42830
45041,"Kershaw County, South Carolina",34.292217,-80.60514,SC,County,Atlantic-S,10330,17542,28995,7212,0.36,0.61,0,,17350,0.38,0.46,0.01,0.13,0.08,0.24,37.8,655,0.37,37715
45043,"Lancaster County, South Carolina",34.695244,-80.7122,SC,County,Atlantic-S,13812,23719,38938,9907,0.36,0.61,0,,22638,0.5,0.25,0.01,0.04,0.03,0.17,84.9,727,0.32,45411
45045,"Laurens County, South Carolina",34.486852,-82.00978,SC,County,Atlantic-S,8889,16816,26566,7927,0.34,0.63,0,,21003,0.5,0.23,0.01,0.05,0.03,0.21,139.6,549,0.31,44854
45047,"Lee County, South Carolina",34.185344,-80.26564,SC,County,Atlantic-S,5199,2803,8156,-2396,0.64,0.34,1,,19153,0.42,0.26,0,0.04,0.02,0.21,93.2,714,0.41,38268
45049,"Lexington County, South Carolina",33.949223,-81.23231,SC,County,Atlantic-S,35230,80026,122093,44796,0.29,0.66,0,,14740,0.35,0.63,0,0.02,0.01,0.28,46.9,410,0.44,31510
45051,"McCormick County, South Carolina",33.88708,-82.2929,SC,County,Atlantic-S,2479,2652,5216,173,0.48,0.51,0,,26886,0.6,0.15,0.02,0.05,0.05,0.13,375.4,699,0.33,54098
45053,"Marion County, South Carolina",34.155374,-79.33632,SC,County,Atlantic-S,8569,5444,14276,-3125,0.6,0.38,1,,22150,0.47,0.49,0,0.01,0.02,0.17,28.5,359,0.35,38694
45055,"Marlboro County, South Carolina",34.644285000000004,-79.66824,SC,County,Atlantic-S,5954,4267,10389,-1687,0.57,0.41,1,,16531,0.41,0.56,0.01,0.03,0.02,0.27,67.6,489,0.4,32283
45057,"Newberry County, South Carolina",34.265474,-81.58852,SC,County,Atlantic-S,6217,10017,16807,3800,0.37,0.6,0,,14577,0.31,0.51,0,0.03,0.02,0.31,60.3,480,0.39,31170
45059,"Oconee County, South Carolina",34.715038,-83.02142,SC,County,Atlantic-S,7998,24178,33635,16180,0.24,0.72,0,,21591,0.44,0.31,0.01,0.07,0.05,0.17,59.5,630,0.36,42000
45061,"Orangeburg County, South Carolina",33.464427,-80.81173,SC,County,Atlantic-S,26318,11931,38910,-14387,0.68,0.31,1,,23904,0.5,0.08,0.01,0.05,0.03,0.19,118.6,626,0.28,39548
45063,"Pickens County, South Carolina",34.828839,-82.70149,SC,County,Atlantic-S,10354,36236,49049,25882,0.21,0.74,0,,17687,0.45,0.62,0.01,0.02,0.02,0.24,83.6,1106,0.42,31382
45065,"Richland County, South Carolina",34.035404,-80.97433,SC,County,Atlantic-S,108e3,52469,168722,-55531,0.64,0.31,1,,21182,0.51,0.07,0.02,0.03,0.04,0.19,240.4,496,0.3,41375
45067,"Saluda County, South Carolina",33.987705,-81.69582,SC,County,Atlantic-S,2813,5526,8564,2713,0.33,0.65,0,,25763,0.67,0.47,0.02,0.05,0.05,0.17,507.9,757,0.33,49782
45069,"Spartanburg County, South Carolina",34.962187,-82.00401,SC,County,Atlantic-S,39997,76277,121090,36280,0.33,0.63,0,,19725,0.36,0.26,0,0.15,0.09,0.22,43.9,453,0.36,42286
45071,"Sumter County, South Carolina",33.931693,-80.38551,SC,County,Atlantic-S,24047,18745,44086,-5302,0.55,0.43,1,,21889,0.53,0.21,0.02,0.06,0.06,0.18,351.9,808,0.31,44050
45073,"Union County, South Carolina",34.71947,-81.61032,SC,County,Atlantic-S,4729,7061,12092,2332,0.39,0.58,0,,20340,0.51,0.47,0.01,0.04,0.03,0.18,161.6,665,0.34,37906
45075,"Williamsburg County, South Carolina",33.632647,-79.74049,SC,County,Atlantic-S,9953,4864,15054,-5089,0.66,0.32,1,,19037,0.42,0.32,0,0.01,0.01,0.2,56.3,514,0.37,37501
45077,"York County, South Carolina",34.982175,-81.08911,SC,County,Atlantic-S,41593,66754,114357,25161,0.36,0.58,0,,14845,0.38,0.65,0,0.02,0.01,0.31,36.9,934,0.43,29609
45079,"Aurora County, South Dakota",43.705151,-98.54267,SC,County,Atlantic-S,340,974,1407,634,0.24,0.69,0,,26553,0.59,0.19,0.02,0.05,0.04,0.13,332,681,0.29,54196
45081,"Beadle County, South Dakota",44.407146,-98.26493,SD,County,Central-N,1912,4455,6772,2543,0.28,0.66,0,,23504,0.49,0,0.01,0.04,0.03,0.06,3.8,708,0.28,50896
45083,"Bennett County, South Dakota",43.249887,-101.74386,SD,County,Central-N,412,666,1149,254,0.36,0.58,0,,24025,0.51,0.02,0.06,0.09,0.08,0.2,13.8,1259,0.32,49583
45085,"Bon Homme County, South Dakota",42.996689,-97.86974,SD,County,Central-N,704,2105,2974,1401,0.24,0.71,0,,16275,0.52,0,0.01,0.03,0.01,0.39,2.9,1185,0.37,34326
45087,"Brookings County, South Dakota",44.34542,-96.79848,SD,County,Central-N,4879,6748,12680,1869,0.39,0.53,0,,20941,0.48,0.01,0,0.02,0.01,0.15,12.5,564,0.3,47987
45089,"Brown County, South Dakota",45.538665,-98.38199,SD,County,Central-N,5452,9613,16114,4161,0.34,0.6,0,,23105,0.68,0.01,0.03,0.02,0.04,0.18,40.4,792,0.27,52930
45091,"Brule County, South Dakota",43.751098,-99.09835,SD,County,Central-N,571,1565,2288,994,0.25,0.68,0,,27138,0.59,0.01,0.01,0.02,0.02,0.09,21.3,1713,0.32,53150
46003,"Buffalo County, South Dakota",44.047466,-99.27174,SD,County,Central-N,296,171,490,-125,0.6,0.35,1,,21928,0.52,0,0,0.02,0,0.13,6.4,817,0.34,47224
46005,"Butte County, South Dakota",44.753616,-103.61856,SD,County,Central-N,696,3357,4351,2661,0.16,0.77,0,,11405,0.39,0.01,0,0.02,0,0.36,4.1,471,0.42,21658
46007,"Campbell County, South Dakota",45.760513,-100.048139,SD,County,Central-N,105,704,831,599,0.13,0.85,0,,21744,0.52,0.01,0,0.03,0,0.1,4.5,2250,0.31,41446
46009,"Charles Mix County, South Dakota",43.189045,-98.53591,SD,County,Central-N,935,2382,3433,1447,0.27,0.69,0,,24152,0.46,0,0.01,0.02,0.02,0.14,2,734,0.31,49895
46011,"Clark County, South Dakota",44.853152,-97.72534,SD,County,Central-N,398,1139,1657,741,0.24,0.69,0,,19030,0.51,0,0,0.02,0,0.24,8.3,1097,0.34,41395
46013,"Clay County, South Dakota",42.888221,-96.97739,SD,County,Central-N,2608,2109,5069,-499,0.51,0.42,1,,27878,0.52,0.01,0,0.02,0.04,0.15,3.9,958,0.31,48024
46015,"Codington County, South Dakota",44.939334,-97.15738,SD,County,Central-N,3174,7764,11669,4590,0.27,0.67,0,,20595,0.67,0.02,0.02,0.03,0.03,0.25,33.7,412,0.31,43453
46017,"Corson County, South Dakota",45.750233,-101.13928,SD,County,Central-N,535,588,1175,53,0.46,0.5,0,,25582,0.51,0.01,0.01,0.02,0.01,0.11,39.6,688,0.31,52892
46019,"Custer County, South Dakota",43.693106,-103.51523,SD,County,Central-N,1121,3293,4721,2172,0.24,0.7,0,,14262,0.48,0,0,0.04,0,0.44,1.6,2470,0.41,31420
46021,"Davison County, South Dakota",43.690828,-98.07661,SD,County,Central-N,2355,5157,7952,2802,0.3,0.65,0,,28356,0.65,0.01,0.01,0.03,0.01,0.1,5.3,1557,0.3,51244
46023,"Day County, South Dakota",45.373992,-97.57247,SD,County,Central-N,974,1627,2747,653,0.36,0.59,0,,24597,0.62,0.01,0.01,0.02,0.02,0.12,44.7,436,0.34,48675
46025,"Deuel County, South Dakota",44.746853,-96.65949,SD,County,Central-N,570,1366,2080,796,0.27,0.66,0,,23126,0.49,0.01,0,0.02,0.01,0.21,5.6,1028,0.31,43305
46027,"Dewey County, South Dakota",45.213613,-101.00365,SD,County,Central-N,888,723,1708,-165,0.52,0.42,1,,27525,0.51,0.01,0,0.03,0.02,0.05,7,623,0.33,51246
46029,"Douglas County, South Dakota",43.376691,-98.35717,SD,County,Central-N,214,1338,1605,1124,0.13,0.83,0,,15558,0.47,0,0,0.03,0,0.33,2.3,2302,0.4,34936
46031,"Edmunds County, South Dakota",45.424045,-99.20557,SD,County,Central-N,380,1433,1918,1053,0.2,0.75,0,,28323,0.46,0,0,0.02,0.01,0.12,6.9,432,0.3,49251
46033,"Fall River County, South Dakota",43.337098,-103.55824,SD,County,Central-N,821,2511,3563,1690,0.23,0.7,0,,25775,0.55,0,0,0.02,0.01,0.13,3.6,1126,0.29,57148
46035,"Faulk County, South Dakota",45.08591,-99.10381,SD,County,Central-N,204,858,1118,654,0.18,0.77,0,,23624,0.58,0.01,0.01,0.03,0.02,0.17,4.1,1740,0.32,42007
46037,"Grant County, South Dakota",45.187196,-96.71186,SD,County,Central-N,971,2382,3564,1411,0.27,0.67,0,,23069,0.54,0,0,0.01,0.01,0.13,2.4,982,0.29,46633
46039,"Gregory County, South Dakota",43.1834,-99.20549,SD,County,Central-N,391,1600,2091,1209,0.19,0.77,0,,24554,0.44,0.01,0.01,0.03,0.02,0.11,10.8,681,0.31,52816
46041,"Haakon County, South Dakota",44.191864,-101.47101,SD,County,Central-N,77,936,1044,859,0.07,0.9,0,,23041,0.48,0,0,0.01,0.01,0.19,4.2,1015,0.32,36836
46043,"Hamlin County, South Dakota",44.666335,-97.17862,SD,County,Central-N,555,2051,2762,1496,0.2,0.74,0,,25754,0.53,0.01,0.01,0.01,0,0.15,1.1,1811,0.3,43699
46045,"Hand County, South Dakota",44.547411,-98.98526,SD,County,Central-N,334,1391,1818,1057,0.18,0.77,0,,25233,0.49,0.01,0,0.03,0.02,0.07,11.6,507,0.31,53944
46047,"Hanson County, South Dakota",43.660626,-97.78599,SD,County,Central-N,424,1497,2006,1073,0.21,0.75,0,,26027,0.51,0,0,0.01,0.02,0.12,2.4,1437,0.3,51201
46049,"Harding County, South Dakota",45.615007,-103.51487,SD,County,Central-N,38,695,770,657,0.05,0.9,0,,23197,0.56,0,0,0.01,0,0.16,7.7,435,0.29,61945
46051,"Hughes County, South Dakota",44.418527,-100.15926,SD,County,Central-N,2450,5174,8175,2724,0.3,0.63,0,,22247,0.63,0.01,0,0.02,0.02,0.18,0.5,2671,0.32,49220
46053,"Hutchinson County, South Dakota",43.331896,-97.74305,SD,County,Central-N,692,2517,3365,1825,0.21,0.75,0,,30284,0.64,0.01,0.01,0.03,0.01,0.11,22.9,742,0.28,58340
46055,"Hyde County, South Dakota",44.576294,-99.46361,SD,County,Central-N,125,543,690,418,0.18,0.79,0,,26110,0.53,0.01,0,0.02,0.01,0.13,9,813,0.31,48879
46057,"Jackson County, South Dakota",43.76851,-101.66928,SD,County,Central-N,323,722,1095,399,0.3,0.66,0,,26195,0.44,0,0,0.01,0,0.08,1.6,861,0.31,49184
46059,"Jerauld County, South Dakota",44.080077,-98.55432,SD,County,Central-N,264,648,967,384,0.27,0.67,0,,20319,0.59,0.01,0,0.02,0.01,0.22,1.6,1864,0.35,31922
46061,"Jones County, South Dakota",43.951767,-100.68623,SD,County,Central-N,69,450,558,381,0.12,0.81,0,,26590,0.48,0,0,0.06,0.03,0.12,3.9,526,0.28,48773
46063,"Kingsbury County, South Dakota",44.376729,-97.46614,SD,County,Central-N,703,1680,2551,977,0.28,0.66,0,,23377,0.53,0.01,0.01,0.02,0.01,0.14,1,970,0.29,44876
46065,"Lake County, South Dakota",44.019761,-97.09999,SD,County,Central-N,2314,4038,6786,1724,0.34,0.6,0,,27485,0.55,0,0,0.02,0.02,0.09,6.2,832,0.34,51837
46067,"Lawrence County, South Dakota",44.39925,-103.80005,SD,County,Central-N,3356,7411,11842,4055,0.28,0.63,0,,27015,0.6,0.01,0.01,0.02,0.01,0.16,19.9,563,0.31,53175
46069,"Lincoln County, South Dakota",43.319792,-96.72226,SD,County,Central-N,8076,15499,25231,7423,0.32,0.61,0,,27498,0.61,0.01,0.01,0.03,0.02,0.14,30.1,800,0.26,45945
46071,"Lyman County, South Dakota",43.877094,-99.80904,SD,County,Central-N,369,977,1421,608,0.26,0.69,0,,34839,0.73,0.01,0.01,0.02,0.02,0.05,77.7,577,0.29,79857
46073,"McCook County, South Dakota",43.662682,-97.37878,SD,County,Central-N,623,1794,2587,1171,0.24,0.69,0,,20586,0.53,0.01,0,0.02,0.01,0.17,2.3,1642,0.34,40639
46075,"McPherson County, South Dakota",45.759349,-99.2525,SD,County,Central-N,192,892,1137,700,0.17,0.78,0,,26505,0.56,0,0,0.03,0.02,0.08,9.8,574,0.29,57741
46077,"Marshall County, South Dakota",45.739558,-97.58065,SD,County,Central-N,754,1056,1947,302,0.39,0.54,0,,22596,0.51,0,0,0.01,0.01,0.2,2.2,1137,0.27,38469
46079,"Meade County, South Dakota",44.438857,-103.08766,SD,County,Central-N,2223,8441,11621,6218,0.19,0.73,0,,24205,0.58,0.01,0,0.07,0.02,0.19,5.6,838,0.32,50155
46081,"Mellette County, South Dakota",43.576525,-100.79483,SD,County,Central-N,238,402,683,164,0.35,0.59,0,,25375,0.59,0.02,0.01,0.04,0.01,0.11,7.3,3471,0.27,54771
46083,"Miner County, South Dakota",44.022071,-97.60004,SD,County,Central-N,281,706,1064,425,0.26,0.66,0,,15760,0.51,0,0,0.03,0,0.37,1.6,1307,0.32,34237
46085,"Minnehaha County, South Dakota",43.601442,-96.7422,SD,County,Central-N,30610,42043,78263,11433,0.39,0.54,0,,31288,0.52,0.01,0,0.02,0.01,0.1,4.2,570,0.31,49159
